SMILES,TITLE,id,smiles,IUPAC Name,CAS,URL,ROCS_ShapeQuery,ROCS_TanimotoCombo,ROCS_ShapeTanimoto,ROCS_ColorTanimoto,ROCS_RefTversky,ROCS_RefColorTversky,ROCS_RefTverskyCombo,ROCS_FitTversky,ROCS_FitColorTversky,ROCS_FitTverskyCombo,ROCS_ColorScore,ROCS_Overlap,ROCS_Rank
c1cc(c(c(c1)O)Br)[C@@H]2C[C@H]2CN,untitled-dbase-343_42,EN300-1904579,"NC[C@@H]1C[C@H]1C=2C=CC=C(O)C2Br |&1:2,4,r|","rac-3-[(1R,2R)-2-(aminomethyl)cyclopropyl]-2-bromophenol",2227791-53-7,https://www.enaminestore.com/catalog/EN300-1904579,_x1604L0AP1_x0771L0AP1,0.886 ,0.505 ,0.381 ,0.456 ,0.428 ,0.884 ,1.268 ,0.778 ,2.046 ,-4.888,773.394,419                 
CC(=O)C1(CC1)c2cc(c(c(c2)Br)O)OC,untitled-dbase-556_180,EN300-1925690,COC=1C=C(C=C(Br)C1O)C2(CC2)C(=O)C,1-[1-(3-bromo-4-hydroxy-5-methoxyphenyl)cyclopropyl]ethan-1-one,2228786-12-5,https://www.enaminestore.com/catalog/EN300-1925690,_x1604L0AP1_x0771L0AP1,0.886 ,0.504 ,0.382 ,0.482 ,0.429 ,0.911 ,1.100 ,0.779 ,1.879 ,-4.897,820.470,420                 
c1cc(c(c(c1)O)Br)[C@@H]2C[C@H]2CN,untitled-dbase-826_42,EN300-1904582,NCC1CC1C=2C=CC=C(O)C2Br,3-[2-(aminomethyl)cyclopropyl]-2-bromophenol,2228647-56-9,https://www.enaminestore.com/catalog/EN300-1904582,_x1604L0AP1_x0771L0AP1,0.886 ,0.505 ,0.381 ,0.456 ,0.428 ,0.884 ,1.268 ,0.778 ,2.046 ,-4.887,773.359,421                 
CCCC(=O)c1cc(cc(c1O)Br)C,untitled-dbase-1928_82,EN300-1276382,CCCC(=O)C=1C=C(C)C=C(Br)C1O,1-(3-bromo-2-hydroxy-5-methylphenyl)butan-1-one,727687-84-5,https://www.enaminestore.com/catalog/EN300-1276382,_x1604L0AP1_x0771L0AP1,0.886 ,0.605 ,0.281 ,0.520 ,0.341 ,0.861 ,1.368 ,0.618 ,1.986 ,-3.888,883.012,422                 
c1cc(c(c(c1)Br)O)CCCC(=O)O,untitled-dbase-1903_709,EN300-1923456,OC(=O)CCCC=1C=CC=C(Br)C1O,4-(3-bromo-2-hydroxyphenyl)butanoic acid,1516255-40-5,https://www.enaminestore.com/catalog/EN300-1923456,_x1604L0AP1_x0771L0AP1,0.886 ,0.537 ,0.349 ,0.481 ,0.422 ,0.904 ,1.274 ,0.668 ,1.942 ,-4.844,816.704,423                 
CCCC(=O)c1cc(cc(c1O)Br)Cl,untitled-dbase-198_84,EN300-1276935,CCCC(=O)C=1C=C(Cl)C=C(Br)C1O,1-(3-bromo-5-chloro-2-hydroxyphenyl)butan-1-one,1248254-26-3,https://www.enaminestore.com/catalog/EN300-1276935,_x1604L0AP1_x0771L0AP1,0.886 ,0.605 ,0.281 ,0.519 ,0.341 ,0.859 ,1.377 ,0.618 ,1.995 ,-3.888,880.290,424                 
CCOc1cc(cc(c1O)Br)CCO,untitled-dbase-1275_1062,EN300-1920248,CCOC=1C=C(CCO)C=C(Br)C1O,2-bromo-6-ethoxy-4-(2-hydroxyethyl)phenol,2229485-49-6,https://www.enaminestore.com/catalog/EN300-1920248,_x1604L0AP1_x0771L0AP1,0.886 ,0.624 ,0.262 ,0.530 ,0.339 ,0.869 ,1.399 ,0.537 ,1.936 ,-3.886,898.603,425                 
c1cc(c(c(c1)O)Br)CNO,untitled-dbase-1045_61,EN300-1905038,ONCC=1C=CC=C(O)C1Br,2-bromo-3-[(hydroxyamino)methyl]phenol,1935625-24-3,https://www.enaminestore.com/catalog/EN300-1905038,_x1604L0AP1_x0771L0AP1,0.886 ,0.473 ,0.413 ,0.420 ,0.429 ,0.850 ,1.363 ,0.915 ,2.278 ,-4.881,710.026,426                 
CC(=O)CCc1cccc(c1Br)O,untitled-dbase-2108_78,EN300-1893665,CC(=O)CCC=1C=CC=C(O)C1Br,4-(2-bromo-3-hydroxyphenyl)butan-2-one,1531046-93-1,https://www.enaminestore.com/catalog/EN300-1893665,_x1604L0AP1_x0771L0AP1,0.886 ,0.474 ,0.411 ,0.436 ,0.428 ,0.864 ,1.231 ,0.913 ,2.143 ,-4.869,738.394,427                 
c1cc(c(c(c1)Br)O)C[C@H](CN)O,untitled-dbase-882_214,EN300-1923154,NCC(O)CC=1C=CC=C(Br)C1O,2-(3-amino-2-hydroxypropyl)-6-bromophenol,2228256-28-6,https://www.enaminestore.com/catalog/EN300-1923154,_x1604L0AP1_x0771L0AP1,0.886 ,0.405 ,0.480 ,0.390 ,0.555 ,0.946 ,1.106 ,0.781 ,1.887 ,-6.393,661.372,428                 
CCCC(=O)c1cc(cc(c1O)Br)F,untitled-dbase-196_83,EN300-1276631,CCCC(=O)C=1C=C(F)C=C(Br)C1O,1-(3-bromo-5-fluoro-2-hydroxyphenyl)butan-1-one,1957-56-8,https://www.enaminestore.com/catalog/EN300-1276631,_x1604L0AP1_x0771L0AP1,0.886 ,0.604 ,0.281 ,0.521 ,0.341 ,0.862 ,1.360 ,0.618 ,1.978 ,-3.888,884.167,429                 
COc1ccc2ccc(c(c2c1)O)Br,untitled-dbase-133_0,EN300-1144192,COC=1C=CC=2C=CC(Br)=C(O)C2C1,2-bromo-7-methoxynaphthalen-1-ol,857091-21-5,https://www.enaminestore.com/catalog/EN300-1144192,_x1604L0AP1_x0771L0AP1,0.885 ,0.510 ,0.375 ,0.473 ,0.423 ,0.896 ,1.183 ,0.768 ,1.951 ,-4.831,803.241,430                 
CCc1ccc(c(c1Br)O)C(F)(F)F,untitled-dbase-2294_2,EN300-39852291,CCC=1C=CC(=C(O)C1Br)C(F)(F)F,2-bromo-3-ethyl-6-(trifluoromethyl)phenol,2707898-91-5,https://www.enaminestore.com/catalog/EN300-39852291,_x1604L0AP1_x0771L0AP1,0.885 ,0.582 ,0.303 ,0.512 ,0.342 ,0.854 ,1.308 ,0.728 ,2.037 ,-3.886,869.059,431                 
c1cc(c(c2c1scc2)O)Br,untitled-dbase-2064_0,EN300-7720333,OC=1C(Br)=CC=C2SC=CC12,5-bromo-1-benzothiophen-4-ol,34576-98-2,https://www.enaminestore.com/catalog/EN300-7720333,_x1604L0AP1_x0771L0AP1,0.885 ,0.486 ,0.400 ,0.430 ,0.420 ,0.850 ,1.361 ,0.893 ,2.254 ,-4.772,727.451,432                 
c1cc(c(c(c1)Br)O)CC(C(=O)O)(F)F,untitled-dbase-1905_371,EN300-1963208,OC(=O)C(F)(F)CC=1C=CC=C(Br)C1O,"3-(3-bromo-2-hydroxyphenyl)-2,2-difluoropropanoic acid",2228691-56-1,https://www.enaminestore.com/catalog/EN300-1963208,_x1604L0AP1_x0771L0AP1,0.885 ,0.562 ,0.323 ,0.510 ,0.398 ,0.908 ,1.224 ,0.630 ,1.854 ,-4.566,867.131,433                 
CCOc1cc(cc(c1O)Br)[C@H](CF)O,untitled-dbase-687_904,EN300-1920263,CCOC=1C=C(C=C(Br)C1O)C(O)CF,2-bromo-6-ethoxy-4-(2-fluoro-1-hydroxyethyl)phenol,2228942-06-9,https://www.enaminestore.com/catalog/EN300-1920263,_x1604L0AP1_x0771L0AP1,0.885 ,0.623 ,0.262 ,0.539 ,0.339 ,0.878 ,1.332 ,0.537 ,1.868 ,-3.883,916.480,434                 
c1c(cc(c(c1[C@H](C(F)F)O)O)Br)Cl,untitled-dbase-1204_56,EN300-1942155,OC(C(F)F)C=1C=C(Cl)C=C(Br)C1O,"2-bromo-4-chloro-6-(2,2-difluoro-1-hydroxyethyl)phenol",2229107-17-7,https://www.enaminestore.com/catalog/EN300-1942155,_x1604L0AP1_x0771L0AP1,0.885 ,0.604 ,0.281 ,0.520 ,0.340 ,0.861 ,1.360 ,0.618 ,1.978 ,-3.886,883.283,435                 
COc1cc(cc(c1O)Br)CC#C,untitled-dbase-950_13,EN300-1927015,COC=1C=C(CC#C)C=C(Br)C1O,2-bromo-6-methoxy-4-(prop-2-yn-1-yl)phenol,2228268-92-4,https://www.enaminestore.com/catalog/EN300-1927015,_x1604L0AP1_x0771L0AP1,0.885 ,0.502 ,0.383 ,0.454 ,0.429 ,0.883 ,1.266 ,0.779 ,2.045 ,-4.898,770.130,436                 
c1cc(c(c(c1)O)Br)C[C@H](C(F)(F)F)O,untitled-dbase-1550_77,EN300-1950767,OC(CC=1C=CC=C(O)C1Br)C(F)(F)F,"2-bromo-3-(3,3,3-trifluoro-2-hydroxypropyl)phenol",2228693-39-6,https://www.enaminestore.com/catalog/EN300-1950767,_x1604L0AP1_x0771L0AP1,0.885 ,0.504 ,0.381 ,0.473 ,0.428 ,0.901 ,1.146 ,0.777 ,1.923 ,-4.882,804.799,437                 
Cc1ccc(c(c1C=O)O)Br,untitled-dbase-631_1,EN300-180454,CC=1C=CC(Br)=C(O)C1C=O,3-bromo-2-hydroxy-6-methylbenzaldehyde,160561-95-5,https://www.enaminestore.com/catalog/EN300-180454,_x1604L0AP1_x0771L0AP1,0.885 ,0.460 ,0.424 ,0.414 ,0.438 ,0.852 ,1.318 ,0.932 ,2.250 ,-4.974,700.765,438                 
CCOc1cc(cc(c1O)Br)C(C)(C)C#N,untitled-dbase-1015_112,EN300-1920246,CCOC=1C=C(C=C(Br)C1O)C(C)(C)C#N,2-(3-bromo-5-ethoxy-4-hydroxyphenyl)-2-methylpropanenitrile,2228186-00-1,https://www.enaminestore.com/catalog/EN300-1920246,_x1604L0AP1_x0771L0AP1,0.884 ,0.622 ,0.262 ,0.548 ,0.339 ,0.887 ,1.279 ,0.537 ,1.816 ,-3.884,932.294,439                 
CCOc1cc(cc(c1O)Br)[C@H](C)C#N,untitled-dbase-429_162,EN300-1920243,CCOC=1C=C(C=C(Br)C1O)C(C)C#N,2-(3-bromo-5-ethoxy-4-hydroxyphenyl)propanenitrile,2228163-27-5,https://www.enaminestore.com/catalog/EN300-1920243,_x1604L0AP1_x0771L0AP1,0.884 ,0.622 ,0.262 ,0.538 ,0.339 ,0.877 ,1.333 ,0.537 ,1.870 ,-3.885,914.903,440                 
c1cc(c(c(c1F)C=O)O)Br,untitled-dbase-1924_0,EN300-306187,OC=1C(Br)=CC=C(F)C1C=O,3-bromo-6-fluoro-2-hydroxybenzaldehyde,199287-82-6,https://www.enaminestore.com/catalog/EN300-306187,_x1604L0AP1_x0771L0AP1,0.884 ,0.460 ,0.424 ,0.415 ,0.437 ,0.853 ,1.306 ,0.931 ,2.238 ,-4.972,702.618,441                 
C[C@H](Cc1cc(c(c(c1)Br)O)OC)O,untitled-dbase-1074_242,EN300-1927012,COC=1C=C(C[C@@H](C)O)C=C(Br)C1O,2-bromo-4-[(2R)-2-hydroxypropyl]-6-methoxyphenol,2227685-76-7,https://www.enaminestore.com/catalog/EN300-1927012,_x1604L0AP1_x0771L0AP1,0.884 ,0.529 ,0.355 ,0.477 ,0.427 ,0.904 ,1.258 ,0.677 ,1.935 ,-4.898,809.930,442                 
CCOc1cc(cc(c1O)Br)[C@H](CN)F,untitled-dbase-1706_904,EN300-1920271,CCOC=1C=C(C=C(Br)C1O)C(F)CN,4-(2-amino-1-fluoroethyl)-2-bromo-6-ethoxyphenol,2228999-34-4,https://www.enaminestore.com/catalog/EN300-1920271,_x1604L0AP1_x0771L0AP1,0.884 ,0.622 ,0.262 ,0.538 ,0.339 ,0.877 ,1.332 ,0.537 ,1.869 ,-3.884,914.835,443                 
CCOc1cc(cc(c1O)Br)C(C)(C)C#C,untitled-dbase-897_101,EN300-1920244,CCOC=1C=C(C=C(Br)C1O)C(C)(C)C#C,2-bromo-6-ethoxy-4-(2-methylbut-3-yn-2-yl)phenol,2228370-92-9,https://www.enaminestore.com/catalog/EN300-1920244,_x1604L0AP1_x0771L0AP1,0.884 ,0.622 ,0.262 ,0.547 ,0.339 ,0.886 ,1.280 ,0.537 ,1.817 ,-3.884,931.115,444                 
c1cc(c(cc1[C@H](C(F)F)N)Br)O,untitled-dbase-1722_15,EN300-1937532,NC(C(F)F)C=1C=CC(O)=C(Br)C1,"4-(1-amino-2,2-difluoroethyl)-2-bromophenol",1824621-54-6,https://www.enaminestore.com/catalog/EN300-1937532,_x1604L0AP1_x0771L0AP1,0.884 ,0.503 ,0.380 ,0.455 ,0.427 ,0.883 ,1.265 ,0.776 ,2.041 ,-4.878,771.732,445                 
c1cc(c(c(c1)Br)O)CC2CCNCC2,untitled-dbase-1700_44,EN300-1923133,OC=1C(Br)=CC=CC1CC2CCNCC2,2-bromo-6-[(piperidin-4-yl)methyl]phenol,1785507-23-4,https://www.enaminestore.com/catalog/EN300-1923133,_x1604L0AP1_x0771L0AP1,0.884 ,0.538 ,0.346 ,0.492 ,0.419 ,0.911 ,1.210 ,0.664 ,1.874 ,-4.802,836.492,446                 
COc1ccc(c(c1O)Br)CCCS,untitled-dbase-2172_35,EN300-1936287,COC=1C=CC(CCCS)=C(Br)C1O,2-bromo-6-methoxy-3-(3-sulfanylpropyl)phenol,2229626-77-9,https://www.enaminestore.com/catalog/EN300-1936287,_x1604L0AP1_x0771L0AP1,0.884 ,0.468 ,0.415 ,0.438 ,0.431 ,0.869 ,1.175 ,0.918 ,2.094 ,-4.900,742.565,447                 
CC(C)(c1cccc(c1Br)O)ON,untitled-dbase-1247_14,EN300-1904535,CC(C)(ON)C=1C=CC=C(O)C1Br,3-[2-(aminooxy)propan-2-yl]-2-bromophenol,2228745-91-1,https://www.enaminestore.com/catalog/EN300-1904535,_x1604L0AP1_x0771L0AP1,0.884 ,0.470 ,0.413 ,0.435 ,0.430 ,0.865 ,1.206 ,0.915 ,2.122 ,-4.883,737.986,448                 
COc1ccc(c(c1O)Br)CS,untitled-dbase-523_57,EN300-1936285,COC=1C=CC(CS)=C(Br)C1O,2-bromo-6-methoxy-3-(sulfanylmethyl)phenol,2228975-81-1,https://www.enaminestore.com/catalog/EN300-1936285,_x1604L0AP1_x0771L0AP1,0.884 ,0.468 ,0.415 ,0.424 ,0.431 ,0.856 ,1.282 ,0.919 ,2.201 ,-4.902,718.130,449                 
c1cc(c(cc1C#N)O)Br,untitled-dbase-64_0,EN300-223878,OC=1C=C(C#N)C=CC1Br,4-bromo-3-hydroxybenzonitrile,916213-60-0,https://www.enaminestore.com/catalog/EN300-223878,_x1604L0AP1_x0771L0AP1,0.883 ,0.471 ,0.413 ,0.413 ,0.429 ,0.842 ,1.430 ,0.914 ,2.344 ,-4.878,696.617,450                 
CCOc1cc(cc(c1O)Br)C(C)(C)CO,untitled-dbase-2164_3378,EN300-1920239,CCOC=1C=C(C=C(Br)C1O)C(C)(C)CO,2-bromo-6-ethoxy-4-(1-hydroxy-2-methylpropan-2-yl)phenol,2229210-42-6,https://www.enaminestore.com/catalog/EN300-1920239,_x1604L0AP1_x0771L0AP1,0.883 ,0.638 ,0.246 ,0.555 ,0.337 ,0.893 ,1.305 ,0.475 ,1.779 ,-3.885,944.340,451                 
COc1cc(cc(c1O)Br)CC#N,untitled-dbase-2215_14,EN300-1910632,COC=1C=C(CC#N)C=C(Br)C1O,2-(3-bromo-4-hydroxy-5-methoxyphenyl)acetonitrile,81038-44-0,https://www.enaminestore.com/catalog/EN300-1910632,_x1604L0AP1_x0771L0AP1,0.883 ,0.501 ,0.383 ,0.454 ,0.429 ,0.883 ,1.262 ,0.779 ,2.041 ,-4.898,768.956,452                 
Cn1c(c(cn1)N)c2ccc(c(c2)Br)O,untitled-dbase-1667_0,EN300-1905177,CN1N=CC(N)=C1C=2C=CC(O)=C(Br)C2,4-(4-amino-1-methyl-1H-pyrazol-5-yl)-2-bromophenol,2228763-41-3,https://www.enaminestore.com/catalog/EN300-1905177,_x1604L0AP1_x0771L0AP1,0.883 ,0.612 ,0.271 ,0.542 ,0.365 ,0.907 ,1.268 ,0.513 ,1.781 ,-4.201,922.122,453                 
c1c(cc(c(c1N2CCOCC2=O)O)Br)Cl,untitled-dbase-127_18,EN300-1086174,OC=1C(Br)=CC(Cl)=CC1N2CCOCC2=O,4-(3-bromo-5-chloro-2-hydroxyphenyl)morpholin-3-one,2138171-92-1,https://www.enaminestore.com/catalog/EN300-1086174,_x1604L0AP1_x0771L0AP1,0.883 ,0.607 ,0.276 ,0.545 ,0.353 ,0.898 ,1.232 ,0.559 ,1.791 ,-4.042,928.006,454                 
Cc1cc(c(c(c1)Br)O)C(=O)C,untitled-dbase-1374_1,EN300-217930,CC(=O)C=1C=C(C)C=C(Br)C1O,1-(3-bromo-2-hydroxy-5-methylphenyl)ethan-1-one,56609-15-5,https://www.enaminestore.com/catalog/EN300-217930,_x1604L0AP1_x0771L0AP1,0.883 ,0.448 ,0.435 ,0.414 ,0.445 ,0.859 ,1.225 ,0.949 ,2.174 ,-5.062,701.044,455                 
CCOc1cc(cc(c1O)Br)C[C@@H](C)O,untitled-dbase-674_1468,EN300-1920234,CCOC=1C=C(C[C@@H](C)O)C=C(Br)C1O,2-bromo-6-ethoxy-4-[(2R)-2-hydroxypropyl]phenol,2227642-64-8,https://www.enaminestore.com/catalog/EN300-1920234,_x1604L0AP1_x0771L0AP1,0.883 ,0.528 ,0.355 ,0.484 ,0.427 ,0.911 ,1.208 ,0.677 ,1.885 ,-4.898,822.642,456                 
c1cc(cc2c1ccc(c2O)Br)Br,untitled-dbase-134_0,EN300-1144194,OC=1C(Br)=CC=C2C=CC(Br)=CC12,"2,7-dibromonaphthalen-1-ol",1476093-90-9,https://www.enaminestore.com/catalog/EN300-1144194,_x1604L0AP1_x0771L0AP1,0.883 ,0.508 ,0.375 ,0.461 ,0.423 ,0.884 ,1.251 ,0.768 ,2.020 ,-4.833,781.159,457                 
c1c(cc(c(c1C2(CC2)O)O)Br)Cl,untitled-dbase-2210_41,EN300-1922577,OC=1C(Br)=CC(Cl)=CC1C2(O)CC2,2-bromo-4-chloro-6-(1-hydroxycyclopropyl)phenol,2228708-80-1,https://www.enaminestore.com/catalog/EN300-1922577,_x1604L0AP1_x0771L0AP1,0.883 ,0.422 ,0.461 ,0.404 ,0.490 ,0.893 ,1.118 ,0.889 ,2.007 ,-5.589,684.157,458                 
c1c(cc(c(c1C(=O)CN)O)Br)Cl,untitled-dbase-1987_24,EN300-1912794,NCC(=O)C=1C=C(Cl)C=C(Br)C1O,2-amino-1-(3-bromo-5-chloro-2-hydroxyphenyl)ethan-1-one,1379950-30-7,https://www.enaminestore.com/catalog/EN300-1912794,_x1604L0AP1_x0771L0AP1,0.883 ,0.457 ,0.426 ,0.426 ,0.487 ,0.913 ,1.193 ,0.772 ,1.965 ,-5.587,721.214,459                 
CC(=O)c1cc(cc(c1O)Br)Cl,untitled-dbase-254_1,EN300-1276933,CC(=O)C=1C=C(Cl)C=C(Br)C1O,1-(3-bromo-5-chloro-2-hydroxyphenyl)ethan-1-one,59443-15-1,https://www.enaminestore.com/catalog/EN300-1276933,_x1604L0AP1_x0771L0AP1,0.883 ,0.448 ,0.435 ,0.413 ,0.446 ,0.858 ,1.234 ,0.949 ,2.183 ,-5.063,698.676,460                 
c1c(cc(c(c1CC2CNC2)O)Br)Cl,untitled-dbase-2196_30,EN300-2003994,OC=1C(Br)=CC(Cl)=CC1CC2CNC2,2-[(azetidin-3-yl)methyl]-6-bromo-4-chlorophenol,2229090-74-6,https://www.enaminestore.com/catalog/EN300-2003994,_x1604L0AP1_x0771L0AP1,0.883 ,0.618 ,0.264 ,0.528 ,0.341 ,0.869 ,1.383 ,0.540 ,1.923 ,-3.910,896.112,461                 
c1c(cc(c(c1[C@H](C(F)F)N)O)Br)Cl,untitled-dbase-1077_25,EN300-1941850,NC(C(F)F)C=1C=C(Cl)C=C(Br)C1O,"2-(1-amino-2,2-difluoroethyl)-6-bromo-4-chlorophenol",1936695-65-6,https://www.enaminestore.com/catalog/EN300-1941850,_x1604L0AP1_x0771L0AP1,0.883 ,0.601 ,0.281 ,0.519 ,0.340 ,0.859 ,1.360 ,0.618 ,1.978 ,-3.886,880.599,462                 
C[C@H](Cc1cc(cc(c1O)Br)Cl)N,untitled-dbase-1725_23,EN300-1922595,C[C@@H](N)CC=1C=C(Cl)C=C(Br)C1O,2-[(2R)-2-aminopropyl]-6-bromo-4-chlorophenol,1336357-97-1,https://www.enaminestore.com/catalog/EN300-1922595,_x1604L0AP1_x0771L0AP1,0.883 ,0.443 ,0.440 ,0.414 ,0.474 ,0.888 ,1.186 ,0.860 ,2.046 ,-5.406,701.660,463                 
CC(C)(C)OC(=O)Nc1cc(cc(c1O)Br)Cl,untitled-dbase-1493_27,EN300-26665229,CC(C)(C)OC(=O)NC=1C=C(Cl)C=C(Br)C1O,tert-butyl N-(3-bromo-5-chloro-2-hydroxyphenyl)carbamate,2413897-85-3,https://www.enaminestore.com/catalog/EN300-26665229,_x1604L0AP1_x0771L0AP1,0.883 ,0.618 ,0.264 ,0.556 ,0.341 ,0.897 ,1.220 ,0.540 ,1.760 ,-3.910,947.840,464                 
c1c(c(c(c(c1Br)O)[N+](=O)[O-])F)F,untitled-dbase-2048_1,EN300-2940789,OC=1C(Br)=CC(F)=C(F)C1[N+](=O)[O-],"6-bromo-3,4-difluoro-2-nitrophenol",1644281-87-7,https://www.enaminestore.com/catalog/EN300-2940789,_x1604L0AP1_x0771L0AP1,0.882 ,0.490 ,0.392 ,0.452 ,0.437 ,0.889 ,1.210 ,0.792 ,2.002 ,-4.989,766.588,465                 
CC(=O)c1cc(cc(c1O)Br)F,untitled-dbase-2137_1,EN300-1256227,CC(=O)C=1C=C(F)C=C(Br)C1O,1-(3-bromo-5-fluoro-2-hydroxyphenyl)ethan-1-one,393-62-4,https://www.enaminestore.com/catalog/EN300-1256227,_x1604L0AP1_x0771L0AP1,0.882 ,0.448 ,0.435 ,0.415 ,0.445 ,0.860 ,1.217 ,0.948 ,2.165 ,-5.060,702.139,466                 
COc1ccc(c(c1O)Br)CCCO,untitled-dbase-1276_481,EN300-1935979,COC=1C=CC(CCCO)=C(Br)C1O,2-bromo-3-(3-hydroxypropyl)-6-methoxyphenol,2228635-82-1,https://www.enaminestore.com/catalog/EN300-1935979,_x1604L0AP1_x0771L0AP1,0.882 ,0.517 ,0.366 ,0.469 ,0.437 ,0.906 ,1.242 ,0.692 ,1.934 ,-5.008,796.434,467                 
c1c(cc(c(c1[C@H](C2CC2)N)O)Br)Cl,untitled-dbase-157_22,EN300-1277248,NC(C1CC1)C=2C=C(Cl)C=C(Br)C2O,2-[amino(cyclopropyl)methyl]-6-bromo-4-chlorophenol,1337266-69-9,https://www.enaminestore.com/catalog/EN300-1277248,_x1604L0AP1_x0771L0AP1,0.882 ,0.601 ,0.281 ,0.518 ,0.340 ,0.858 ,1.364 ,0.618 ,1.982 ,-3.885,878.869,468                 
C[N@@](Cc1ccc(c(c1)Br)O)O,untitled-dbase-1130_174,EN300-1906300,CN(O)CC=1C=CC(O)=C(Br)C1,2-bromo-4-{[hydroxy(methyl)amino]methyl}phenol,1519334-15-6,https://www.enaminestore.com/catalog/EN300-1906300,_x1604L0AP1_x0771L0AP1,0.882 ,0.470 ,0.412 ,0.426 ,0.429 ,0.855 ,1.278 ,0.914 ,2.192 ,-4.877,721.421,469                 
Cc1cc(c(c(c1)Br)O)[C@H](C2CC2)N,untitled-dbase-163_21,EN300-1277235,CC=1C=C(Br)C(O)=C(C1)C(N)C2CC2,2-[amino(cyclopropyl)methyl]-6-bromo-4-methylphenol,1337259-62-7,https://www.enaminestore.com/catalog/EN300-1277235,_x1604L0AP1_x0771L0AP1,0.882 ,0.601 ,0.281 ,0.519 ,0.340 ,0.860 ,1.355 ,0.618 ,1.973 ,-3.886,881.226,470                 
c1cc(c(cc1[C@@H](CF)N)Br)O,untitled-dbase-1762_65,EN300-1274407,NC(CF)C=1C=CC(O)=C(Br)C1,4-(1-amino-2-fluoroethyl)-2-bromophenol,1822788-00-0,https://www.enaminestore.com/catalog/EN300-1274407,_x1604L0AP1_x0771L0AP1,0.882 ,0.501 ,0.380 ,0.445 ,0.427 ,0.872 ,1.339 ,0.776 ,2.115 ,-4.878,753.231,471                 
COc1ccc(c(c1O)Br)CC2(CC2)CN,untitled-dbase-1195_274,EN300-1935618,COC=1C=CC(CC2(CN)CC2)=C(Br)C1O,3-{[1-(aminomethyl)cyclopropyl]methyl}-2-bromo-6-methoxyphenol,2228221-12-1,https://www.enaminestore.com/catalog/EN300-1935618,_x1604L0AP1_x0771L0AP1,0.882 ,0.527 ,0.355 ,0.494 ,0.427 ,0.922 ,1.141 ,0.677 ,1.819 ,-4.901,841.463,472                 
c1c(cc(c(c1[C@H](CCN)O)O)Br)Cl,untitled-dbase-1576_35,EN300-1922898,NCC[C@H](O)C=1C=C(Cl)C=C(Br)C1O,2-[(1S)-3-amino-1-hydroxypropyl]-6-bromo-4-chlorophenol,2227664-44-8,https://www.enaminestore.com/catalog/EN300-1922898,_x1604L0AP1_x0771L0AP1,0.882 ,0.562 ,0.320 ,0.494 ,0.415 ,0.909 ,1.323 ,0.584 ,1.907 ,-4.777,837.606,473                 
c1c(cc(c(c1[C@H](CCN)O)O)Br)Cl,untitled-dbase-2069_35,EN300-1922544,NCCC(O)C=1C=C(Cl)C=C(Br)C1O,2-(3-amino-1-hydroxypropyl)-6-bromo-4-chlorophenol,2229287-16-3,https://www.enaminestore.com/catalog/EN300-1922544,_x1604L0AP1_x0771L0AP1,0.882 ,0.562 ,0.320 ,0.494 ,0.415 ,0.909 ,1.323 ,0.584 ,1.907 ,-4.777,837.606,474                 
CCOc1cc(cc(c1O)Br)CC2(CC2)N,untitled-dbase-643_1111,EN300-1920222,CCOC=1C=C(CC2(N)CC2)C=C(Br)C1O,4-[(1-aminocyclopropyl)methyl]-2-bromo-6-ethoxyphenol,2229393-16-0,https://www.enaminestore.com/catalog/EN300-1920222,_x1604L0AP1_x0771L0AP1,0.882 ,0.620 ,0.262 ,0.547 ,0.339 ,0.886 ,1.271 ,0.536 ,1.807 ,-3.882,931.406,475                 
c1c(cc(c(c1CC2(CC2)O)O)Br)Cl,untitled-dbase-1076_24,EN300-1922903,OC=1C(Br)=CC(Cl)=CC1CC2(O)CC2,2-bromo-4-chloro-6-[(1-hydroxycyclopropyl)methyl]phenol,2229223-97-4,https://www.enaminestore.com/catalog/EN300-1922903,_x1604L0AP1_x0771L0AP1,0.882 ,0.600 ,0.281 ,0.518 ,0.340 ,0.859 ,1.358 ,0.618 ,1.976 ,-3.886,879.480,476                 
c1c(cc(c(c1[C@H](C2CC2)N)O)Br)F,untitled-dbase-188_21,EN300-1277048,NC(C1CC1)C=2C=C(F)C=C(Br)C2O,2-[amino(cyclopropyl)methyl]-6-bromo-4-fluorophenol,1337374-50-1,https://www.enaminestore.com/catalog/EN300-1277048,_x1604L0AP1_x0771L0AP1,0.881 ,0.600 ,0.281 ,0.520 ,0.340 ,0.860 ,1.347 ,0.618 ,1.965 ,-3.886,882.461,477                 
CN(Cc1cccc(c1O)Br)C(=O)OCc2ccccc2,untitled-dbase-2044_2251,EN300-28298458,CN(CC=1C=CC=C(Br)C1O)C(=O)OCC=2C=CC=CC2,benzyl N-[(3-bromo-2-hydroxyphenyl)methyl]-N-methylcarbamate,2680836-86-4,https://www.enaminestore.com/catalog/EN300-28298458,_x1604L0AP1_x0771L0AP1,0.881 ,0.612 ,0.270 ,0.592 ,0.329 ,0.922 ,1.056 ,0.598 ,1.655 ,-3.760,1015.109,478                 
