SMILES,TITLE,id,smiles,IUPAC Name,CAS,URL,ROCS_ShapeQuery,ROCS_TanimotoCombo,ROCS_ShapeTanimoto,ROCS_ColorTanimoto,ROCS_RefTversky,ROCS_RefColorTversky,ROCS_RefTverskyCombo,ROCS_FitTversky,ROCS_FitColorTversky,ROCS_FitTverskyCombo,ROCS_ColorScore,ROCS_Overlap,ROCS_Rank
c1c(cc(c(c1CCO)O)Br)Cl,untitled-dbase-1143_22,EN300-1922585,OCCC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-(2-hydroxyethyl)phenol,1260169-11-6,https://www.enaminestore.com/catalog/EN300-1922585,_x1604L0AP1_x0771L0AP1,1.029 ,0.450 ,0.579 ,0.412 ,0.569 ,0.981 ,1.257 ,1.033 ,2.290 ,-6.492,697.373,1                   
C[C@H](CCc1cc(cc(c1O)Br)Cl)O,untitled-dbase-663_26,EN300-1922586,C[C@@H](O)CCC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-[(3R)-3-hydroxybutyl]phenol,2227695-21-6,https://www.enaminestore.com/catalog/EN300-1922586,_x1604L0AP1_x0771L0AP1,1.018 ,0.562 ,0.456 ,0.494 ,0.485 ,0.979 ,1.327 ,0.882 ,2.209 ,-5.542,837.283,2                   
C[C@H](Cc1cc(cc(c1O)Br)Cl)O,untitled-dbase-828_5,EN300-1922603,C[C@@H](O)CC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-[(2R)-2-hydroxypropyl]phenol,2227696-46-8,https://www.enaminestore.com/catalog/EN300-1922603,_x1604L0AP1_x0771L0AP1,1.012 ,0.439 ,0.573 ,0.412 ,0.565 ,0.977 ,1.175 ,1.026 ,2.200 ,-6.447,698.105,3                   
c1c(cc(c(c1CCCO)O)Br)Cl,untitled-dbase-224_63,EN300-1913192,OCCCC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-(3-hydroxypropyl)phenol,1000536-63-9,https://www.enaminestore.com/catalog/EN300-1913192,_x1604L0AP1_x0771L0AP1,1.005 ,0.520 ,0.484 ,0.461 ,0.506 ,0.967 ,1.326 ,0.919 ,2.244 ,-5.774,781.656,4                   
c1c(cc(c(c1/C=C/CO)O)Br)Cl,untitled-dbase-472_109,EN300-1912013,OCC=CC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-(3-hydroxyprop-1-en-1-yl)phenol,1216374-66-1,https://www.enaminestore.com/catalog/EN300-1912013,_x1604L0AP1_x0771L0AP1,1.002 ,0.549 ,0.453 ,0.479 ,0.484 ,0.963 ,1.364 ,0.879 ,2.242 ,-5.522,811.299,5                   
c1cc(c(c(c1)Br)O)CCO,untitled-dbase-1272_22,EN300-1923122,OCCC=1C=CC=C(Br)C1O,2-bromo-6-(2-hydroxyethyl)phenol,1523358-30-6,https://www.enaminestore.com/catalog/EN300-1923122,_x1604L0AP1_x0771L0AP1,1.001 ,0.422 ,0.579 ,0.388 ,0.569 ,0.957 ,1.260 ,1.033 ,2.293 ,-6.493,656.361,6                   
c1c(cc(c(c1C(CO)(F)F)O)Br)Cl,untitled-dbase-1009_134,EN300-1941361,OCC(F)(F)C=1C=C(Cl)C=C(Br)C1O,"2-bromo-4-chloro-6-(1,1-difluoro-2-hydroxyethyl)phenol",2229444-74-8,https://www.enaminestore.com/catalog/EN300-1941361,_x1604L0AP1_x0771L0AP1,1.000 ,0.446 ,0.554 ,0.428 ,0.553 ,0.981 ,1.106 ,1.000 ,2.106 ,-6.311,726.137,7                   
C[C@@H](CCc1cc(cc(c1O)Br)Cl)O,untitled-dbase-959_23,EN300-1922581,CC(O)CCC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-(3-hydroxybutyl)phenol,2229631-79-0,https://www.enaminestore.com/catalog/EN300-1922581,_x1604L0AP1_x0771L0AP1,0.999 ,0.524 ,0.475 ,0.471 ,0.499 ,0.971 ,1.272 ,0.907 ,2.179 ,-5.700,799.621,8                   
C[C@@H](CCc1cc(cc(c1O)Br)Cl)O,untitled-dbase-1153_23,EN300-1922584,C[C@H](O)CCC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-[(3S)-3-hydroxybutyl]phenol,2227853-96-3,https://www.enaminestore.com/catalog/EN300-1922584,_x1604L0AP1_x0771L0AP1,0.999 ,0.524 ,0.475 ,0.471 ,0.499 ,0.971 ,1.272 ,0.907 ,2.179 ,-5.700,799.621,9                   
c1cc(c(c(c1)Br)O)C(CCO)(F)F,untitled-dbase-1168_40,EN300-1963219,OCCC(F)(F)C=1C=CC=C(Br)C1O,"2-bromo-6-(1,1-difluoro-3-hydroxypropyl)phenol",2229265-08-9,https://www.enaminestore.com/catalog/EN300-1963219,_x1604L0AP1_x0771L0AP1,0.996 ,0.535 ,0.461 ,0.483 ,0.490 ,0.973 ,1.251 ,0.889 ,2.140 ,-5.588,820.372,10                  
c1c(cc(c(c1CCCC=O)O)Br)Cl,untitled-dbase-490_97,EN300-1922933,OC=1C(Br)=CC(Cl)=CC1CCCC=O,4-(3-bromo-5-chloro-2-hydroxyphenyl)butanal,2229144-05-0,https://www.enaminestore.com/catalog/EN300-1922933,_x1604L0AP1_x0771L0AP1,0.995 ,0.586 ,0.409 ,0.507 ,0.426 ,0.933 ,1.364 ,0.908 ,2.272 ,-4.844,860.136,11                  
C[C@@H](CO)NCc1cccc(c1O)Br,untitled-dbase-1922_484,EN300-167853,CC(CO)NCC=1C=CC=C(Br)C1O,2-bromo-6-{[(1-hydroxypropan-2-yl)amino]methyl}phenol,1249949-94-7,https://www.enaminestore.com/catalog/EN300-167853,_x1604L0AP1_x0771L0AP1,0.994 ,0.577 ,0.417 ,0.504 ,0.503 ,1.007 ,1.337 ,0.708 ,2.045 ,-5.795,854.383,12                  
CC(C)(c1cc(cc(c1O)Br)Cl)ON,untitled-dbase-445_31,EN300-1922573,CC(C)(ON)C=1C=C(Cl)C=C(Br)C1O,2-[2-(aminooxy)propan-2-yl]-6-bromo-4-chlorophenol,2229471-95-6,https://www.enaminestore.com/catalog/EN300-1922573,_x1604L0AP1_x0771L0AP1,0.990 ,0.577 ,0.413 ,0.505 ,0.429 ,0.935 ,1.327 ,0.914 ,2.241 ,-4.879,857.767,13                  
C[C@@H](Cc1cc(cc(c1O)Br)Cl)O,untitled-dbase-706_10,EN300-1922600,C[C@H](O)CC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-[(2S)-2-hydroxypropyl]phenol,2227900-00-5,https://www.enaminestore.com/catalog/EN300-1922600,_x1604L0AP1_x0771L0AP1,0.988 ,0.424 ,0.564 ,0.402 ,0.559 ,0.961 ,1.147 ,1.015 ,2.162 ,-6.380,681.601,14                  
C[C@@H](Cc1cc(cc(c1O)Br)Cl)O,untitled-dbase-1339_10,EN300-1922588,CC(O)CC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-(2-hydroxypropyl)phenol,2228166-53-6,https://www.enaminestore.com/catalog/EN300-1922588,_x1604L0AP1_x0771L0AP1,0.988 ,0.424 ,0.564 ,0.402 ,0.559 ,0.961 ,1.147 ,1.015 ,2.162 ,-6.380,681.601,15                  
c1c(c(cc(c1O)Br)F)C(F)(F)F,untitled-dbase-2004_0,EN300-7432603,OC=1C=C(C(F)=CC1Br)C(F)(F)F,2-bromo-4-fluoro-5-(trifluoromethyl)phenol,1805498-61-6,https://www.enaminestore.com/catalog/EN300-7432603,_x1604L0AP1_x0771L0AP1,0.982 ,0.532 ,0.451 ,0.476 ,0.431 ,0.907 ,1.280 ,1.112 ,2.392 ,-4.877,807.917,16                  
c1cc(c(c(c1)Br)O)/C=C/CO,untitled-dbase-923_117,EN300-1923404,OCC=CC=1C=CC=C(Br)C1O,2-bromo-6-(3-hydroxyprop-1-en-1-yl)phenol,2229662-41-1,https://www.enaminestore.com/catalog/EN300-1923404,_x1604L0AP1_x0771L0AP1,0.980 ,0.429 ,0.551 ,0.399 ,0.551 ,0.950 ,1.205 ,1.000 ,2.205 ,-6.289,676.024,17                  
C[C@H](CCc1cccc(c1O)Br)O,untitled-dbase-2185_26,EN300-1923416,C[C@@H](O)CCC=1C=CC=C(Br)C1O,2-bromo-6-[(3R)-3-hydroxybutyl]phenol,2227723-08-0,https://www.enaminestore.com/catalog/EN300-1923416,_x1604L0AP1_x0771L0AP1,0.979 ,0.523 ,0.456 ,0.464 ,0.486 ,0.950 ,1.318 ,0.882 ,2.200 ,-5.544,786.877,18                  
c1cc(c(c(c1)Br)O)C(CO)(F)F,untitled-dbase-2209_135,EN300-1963233,OCC(F)(F)C=1C=CC=C(Br)C1O,"2-bromo-6-(1,1-difluoro-2-hydroxyethyl)phenol",2228764-48-3,https://www.enaminestore.com/catalog/EN300-1963233,_x1604L0AP1_x0771L0AP1,0.977 ,0.423 ,0.554 ,0.406 ,0.553 ,0.959 ,1.106 ,1.000 ,2.106 ,-6.312,688.997,19                  
c1cc(c(c(c1)O)Br)CN=[N+]=[N-],untitled-dbase-884_37,EN300-1904552,OC=1C=CC=C(CN=[N+]=[N-])C1Br,3-(azidomethyl)-2-bromophenol,2228616-06-4,https://www.enaminestore.com/catalog/EN300-1904552,_x1604L0AP1_x0771L0AP1,0.975 ,0.523 ,0.451 ,0.459 ,0.431 ,0.890 ,1.365 ,1.113 ,2.478 ,-4.882,777.119,20                  
C[C@H](CNCc1cccc(c1O)Br)O,untitled-dbase-39_549,EN300-167852,CC(O)CNCC=1C=CC=C(Br)C1O,2-bromo-6-{[(2-hydroxypropyl)amino]methyl}phenol,1251077-28-7,https://www.enaminestore.com/catalog/EN300-167852,_x1604L0AP1_x0771L0AP1,0.972 ,0.546 ,0.426 ,0.486 ,0.511 ,0.997 ,1.293 ,0.719 ,2.012 ,-5.883,824.353,21                  
c1cc(c(c(c1)Br)O)CCCO,untitled-dbase-1290_63,EN300-1923448,OCCCC=1C=CC=C(Br)C1O,2-bromo-6-(3-hydroxypropyl)phenol,1891964-74-1,https://www.enaminestore.com/catalog/EN300-1923448,_x1604L0AP1_x0771L0AP1,0.972 ,0.487 ,0.484 ,0.435 ,0.506 ,0.941 ,1.326 ,0.919 ,2.244 ,-5.773,736.685,22                  
CC(C)(CON)c1cccc(c1O)Br,untitled-dbase-1104_6,EN300-1923138,CC(C)(CON)C=1C=CC=C(Br)C1O,2-[1-(aminooxy)-2-methylpropan-2-yl]-6-bromophenol,2228527-83-9,https://www.enaminestore.com/catalog/EN300-1923138,_x1604L0AP1_x0771L0AP1,0.969 ,0.566 ,0.403 ,0.498 ,0.422 ,0.921 ,1.315 ,0.899 ,2.214 ,-4.799,845.684,23                  
C[C@H](CON)c1cc(cc(c1O)Br)Cl,untitled-dbase-2169_64,EN300-1922567,CC(CON)C=1C=C(Cl)C=C(Br)C1O,2-[1-(aminooxy)propan-2-yl]-6-bromo-4-chlorophenol,2229145-15-5,https://www.enaminestore.com/catalog/EN300-1922567,_x1604L0AP1_x0771L0AP1,0.965 ,0.571 ,0.394 ,0.499 ,0.415 ,0.914 ,1.338 ,0.884 ,2.222 ,-4.718,846.738,24                  
C[C@H](Cc1cccc(c1O)Br)O,untitled-dbase-1136_68,EN300-1923422,C[C@@H](O)CC=1C=CC=C(Br)C1O,2-bromo-6-[(2R)-2-hydroxypropyl]phenol,2227725-36-0,https://www.enaminestore.com/catalog/EN300-1923422,_x1604L0AP1_x0771L0AP1,0.965 ,0.414 ,0.550 ,0.390 ,0.551 ,0.940 ,1.178 ,1.000 ,2.178 ,-6.284,660.018,25                  
c1cc(c(cc1CON)Br)O,untitled-dbase-726_80,EN300-1915285,NOCC=1C=CC(O)=C(Br)C1,4-[(aminooxy)methyl]-2-bromophenol,1836-79-9,https://www.enaminestore.com/catalog/EN300-1915285,_x1604L0AP1_x0771L0AP1,0.965 ,0.514 ,0.451 ,0.444 ,0.431 ,0.875 ,1.441 ,1.112 ,2.553 ,-4.878,750.760,26                  
c1cc(c(cc1CON)O)Br,untitled-dbase-337_80,EN300-211634,NOCC=1C=CC(Br)=C(O)C1,5-[(aminooxy)methyl]-2-bromophenol,555-65-7,https://www.enaminestore.com/catalog/EN300-211634,_x1604L0AP1_x0771L0AP1,0.964 ,0.514 ,0.451 ,0.444 ,0.431 ,0.875 ,1.440 ,1.112 ,2.553 ,-4.878,750.529,27                  
c1cc(c(cc1CON)O)Br,untitled-dbase-2088_80,EN300-210717,Cl.NOCC=1C=CC(Br)=C(O)C1,5-[(aminooxy)methyl]-2-bromophenol hydrochloride,91468-63-2,https://www.enaminestore.com/catalog/EN300-210717,_x1604L0AP1_x0771L0AP1,0.964 ,0.514 ,0.451 ,0.444 ,0.431 ,0.875 ,1.440 ,1.112 ,2.553 ,-4.878,750.529,28                  
C[C@@H](CCc1cccc(c1O)Br)O,untitled-dbase-1091_23,EN300-1923412,CC(O)CCC=1C=CC=C(Br)C1O,2-bromo-6-(3-hydroxybutyl)phenol,2228647-79-6,https://www.enaminestore.com/catalog/EN300-1923412,_x1604L0AP1_x0771L0AP1,0.963 ,0.488 ,0.475 ,0.443 ,0.499 ,0.943 ,1.262 ,0.907 ,2.169 ,-5.701,750.789,29                  
C[C@@H](CCc1cccc(c1O)Br)O,untitled-dbase-602_23,EN300-1923414,C[C@H](O)CCC=1C=CC=C(Br)C1O,2-bromo-6-[(3S)-3-hydroxybutyl]phenol,2227692-84-2,https://www.enaminestore.com/catalog/EN300-1923414,_x1604L0AP1_x0771L0AP1,0.963 ,0.488 ,0.475 ,0.443 ,0.499 ,0.943 ,1.262 ,0.907 ,2.169 ,-5.701,750.789,30                  
c1c(cc(c(c1[C@H](CCO)N)O)Br)Cl,untitled-dbase-393_72,EN300-1913214,NC(CCO)C=1C=C(Cl)C=C(Br)C1O,2-(1-amino-3-hydroxypropyl)-6-bromo-4-chlorophenol,1337048-28-8,https://www.enaminestore.com/catalog/EN300-1913214,_x1604L0AP1_x0771L0AP1,0.962 ,0.555 ,0.406 ,0.490 ,0.494 ,0.984 ,1.316 ,0.695 ,2.011 ,-5.693,831.365,31                  
C=C(CCl)c1cc(cc(c1O)Br)Cl,untitled-dbase-493_57,EN300-1922944,OC=1C(Br)=CC(Cl)=CC1C(=C)CCl,2-bromo-4-chloro-6-(3-chloroprop-1-en-2-yl)phenol,2228542-26-3,https://www.enaminestore.com/catalog/EN300-1922944,_x1604L0AP1_x0771L0AP1,0.962 ,0.585 ,0.376 ,0.498 ,0.402 ,0.900 ,1.427 ,0.856 ,2.283 ,-4.567,843.804,32                  
CC(C)(CO)NCc1cccc(c1O)Br,untitled-dbase-79_255,EN300-167849,CC(C)(CO)NCC=1C=CC=C(Br)C1O,2-bromo-6-{[(1-hydroxy-2-methylpropan-2-yl)amino]methyl}phenol,1249545-88-7,https://www.enaminestore.com/catalog/EN300-167849,_x1604L0AP1_x0771L0AP1,0.960 ,0.577 ,0.383 ,0.513 ,0.496 ,1.009 ,1.278 ,0.627 ,1.905 ,-5.733,871.576,33                  
CC(C)(C#N)c1cc(cc(c1O)Br)Cl,untitled-dbase-1998_7,EN300-1894037,CC(C)(C#N)C=1C=C(Cl)C=C(Br)C1O,2-(3-bromo-5-chloro-2-hydroxyphenyl)-2-methylpropanenitrile,1314650-10-6,https://www.enaminestore.com/catalog/EN300-1894037,_x1604L0AP1_x0771L0AP1,0.958 ,0.582 ,0.375 ,0.508 ,0.423 ,0.931 ,1.338 ,0.769 ,2.107 ,-4.831,861.345,34                  
CC(C)(C#C)c1cc(cc(c1O)Br)Cl,untitled-dbase-875_5,EN300-1922887,CC(C)(C#C)C=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-(2-methylbut-3-yn-2-yl)phenol,2228245-83-6,https://www.enaminestore.com/catalog/EN300-1922887,_x1604L0AP1_x0771L0AP1,0.957 ,0.582 ,0.375 ,0.507 ,0.423 ,0.930 ,1.340 ,0.769 ,2.109 ,-4.832,860.223,35                  
CC(C)(C)c1cc(c(c(c1)Br)O)C(C)(C)C,untitled-dbase-2103_0,EN300-62308,CC(C)(C)C=1C=C(Br)C(O)=C(C1)C(C)(C)C,"2-bromo-4,6-di-tert-butylphenol",20834-61-1,https://www.enaminestore.com/catalog/EN300-62308,_x1604L0AP1_x0771L0AP1,0.955 ,0.575 ,0.381 ,0.520 ,0.428 ,0.947 ,1.225 ,0.777 ,2.002 ,-4.881,884.130,36                  
CC(C)(C=O)c1cc(cc(c1O)Br)Cl,untitled-dbase-1529_6,EN300-1922596,CC(C)(C=O)C=1C=C(Cl)C=C(Br)C1O,2-(3-bromo-5-chloro-2-hydroxyphenyl)-2-methylpropanal,2228203-32-3,https://www.enaminestore.com/catalog/EN300-1922596,_x1604L0AP1_x0771L0AP1,0.955 ,0.582 ,0.373 ,0.508 ,0.421 ,0.929 ,1.338 ,0.765 ,2.103 ,-4.808,861.232,37                  
c1cc(c(c(c1)Br)O)CCCC=O,untitled-dbase-546_97,EN300-1923457,OC=1C(Br)=CC=CC1CCCC=O,4-(3-bromo-2-hydroxyphenyl)butanal,2229006-63-5,https://www.enaminestore.com/catalog/EN300-1923457,_x1604L0AP1_x0771L0AP1,0.954 ,0.546 ,0.409 ,0.477 ,0.426 ,0.904 ,1.356 ,0.908 ,2.264 ,-4.845,809.003,38                  
c1c(cc(c(c1OCCCN)O)Br)Cl,untitled-dbase-1208_446,EN300-1922921,NCCCOC=1C=C(Cl)C=C(Br)C1O,2-(3-aminopropoxy)-6-bromo-4-chlorophenol,2228220-52-6,https://www.enaminestore.com/catalog/EN300-1922921,_x1604L0AP1_x0771L0AP1,0.954 ,0.604 ,0.351 ,0.517 ,0.423 ,0.940 ,1.385 ,0.671 ,2.056 ,-4.854,876.962,39                  
c1cc(c(c(c1)Br)O)[C@H](CO)N=[N+]=[N-],untitled-dbase-2223_466,EN300-1923148,OCC(N=[N+]=[N-])C=1C=CC=C(Br)C1O,2-(1-azido-2-hydroxyethyl)-6-bromophenol,2228645-26-7,https://www.enaminestore.com/catalog/EN300-1923148,_x1604L0AP1_x0771L0AP1,0.954 ,0.401 ,0.553 ,0.396 ,0.552 ,0.948 ,1.031 ,1.000 ,2.031 ,-6.304,672.337,40                  
CCN(CC)c1ccc(c(c1)O)Br,untitled-dbase-450_3,EN300-1926804,CCN(CC)C=1C=CC(Br)=C(O)C1,2-bromo-5-(diethylamino)phenol,2229002-72-4,https://www.enaminestore.com/catalog/EN300-1926804,_x1604L0AP1_x0771L0AP1,0.954 ,0.503 ,0.451 ,0.454 ,0.431 ,0.885 ,1.278 ,1.113 ,2.390 ,-4.878,768.588,41                  
CC(C)(Cc1cccc(c1O)Br)CO,untitled-dbase-549_200,EN300-1923475,CC(C)(CO)CC=1C=CC=C(Br)C1O,"2-bromo-6-(3-hydroxy-2,2-dimethylpropyl)phenol",2229231-88-1,https://www.enaminestore.com/catalog/EN300-1923475,_x1604L0AP1_x0771L0AP1,0.953 ,0.533 ,0.420 ,0.478 ,0.483 ,0.961 ,1.271 ,0.765 ,2.036 ,-5.534,811.476,42                  
Cc1cc(c(c(c1)Br)O)C#N,untitled-dbase-227_0,EN300-1615109,CC=1C=C(Br)C(O)=C(C#N)C1,3-bromo-2-hydroxy-5-methylbenzonitrile,1032506-48-1,https://www.enaminestore.com/catalog/EN300-1615109,_x1604L0AP1_x0771L0AP1,0.953 ,0.462 ,0.491 ,0.415 ,0.484 ,0.899 ,1.327 ,1.030 ,2.357 ,-5.497,701.412,43                  
c1cc(c(c(c1)Br)O)CNCCO,untitled-dbase-38_340,EN300-167851,OCCNCC=1C=CC=C(Br)C1O,2-bromo-6-{[(2-hydroxyethyl)amino]methyl}phenol,1167416-80-9,https://www.enaminestore.com/catalog/EN300-167851,_x1604L0AP1_x0771L0AP1,0.951 ,0.542 ,0.409 ,0.475 ,0.497 ,0.972 ,1.347 ,0.699 ,2.045 ,-5.720,805.581,44                  
CC(C)(c1cccc(c1O)Br)ON,untitled-dbase-515_32,EN300-1923139,CC(C)(ON)C=1C=CC=C(Br)C1O,2-[2-(aminooxy)propan-2-yl]-6-bromophenol,2229364-70-7,https://www.enaminestore.com/catalog/EN300-1923139,_x1604L0AP1_x0771L0AP1,0.951 ,0.538 ,0.413 ,0.476 ,0.429 ,0.905 ,1.317 ,0.914 ,2.232 ,-4.879,807.250,45                  
c1c(cc(c(c1Cl)O)Br)S(=O)(=O)F,untitled-dbase-1428_1,EN300-36596275,OC=1C(Cl)=CC(=CC1Br)S(=O)(=O)F,3-bromo-5-chloro-4-hydroxybenzene-1-sulfonyl fluoride,2757906-45-7,https://www.enaminestore.com/catalog/EN300-36596275,_x1604L0AP1_x0771L0AP1,0.950 ,0.499 ,0.451 ,0.449 ,0.431 ,0.881 ,1.288 ,1.113 ,2.401 ,-4.881,760.933,46                  
COc1ccc(c(c1O)Br)CN=[N+]=[N-],untitled-dbase-1094_113,EN300-1935945,COC=1C=CC(CN=[N+]=[N-])=C(Br)C1O,3-(azidomethyl)-2-bromo-6-methoxyphenol,2229478-92-4,https://www.enaminestore.com/catalog/EN300-1935945,_x1604L0AP1_x0771L0AP1,0.950 ,0.535 ,0.415 ,0.483 ,0.431 ,0.914 ,1.250 ,0.919 ,2.169 ,-4.901,820.193,47                  
C[C@@H](Cc1cccc(c1O)Br)O,untitled-dbase-965_68,EN300-1923419,C[C@H](O)CC=1C=CC=C(Br)C1O,2-bromo-6-[(2S)-2-hydroxypropyl]phenol,2227723-97-7,https://www.enaminestore.com/catalog/EN300-1923419,_x1604L0AP1_x0771L0AP1,0.950 ,0.410 ,0.541 ,0.387 ,0.544 ,0.931 ,1.168 ,0.988 ,2.156 ,-6.211,654.608,48                  
C[C@@H](Cc1cccc(c1O)Br)O,untitled-dbase-1431_68,EN300-1923125,CC(O)CC=1C=CC=C(Br)C1O,2-bromo-6-(2-hydroxypropyl)phenol,1517312-54-7,https://www.enaminestore.com/catalog/EN300-1923125,_x1604L0AP1_x0771L0AP1,0.950 ,0.410 ,0.541 ,0.387 ,0.544 ,0.931 ,1.168 ,0.988 ,2.156 ,-6.211,654.608,49                  
c1cc(c(cc1C(F)F)O)Br,untitled-dbase-112_3,EN300-382862,OC=1C=C(C=CC1Br)C(F)F,2-bromo-5-(difluoromethyl)phenol,1261760-40-0,https://www.enaminestore.com/catalog/EN300-382862,_x1604L0AP1_x0771L0AP1,0.949 ,0.498 ,0.451 ,0.437 ,0.431 ,0.868 ,1.389 ,1.112 ,2.501 ,-4.877,739.028,50                  
c1cc(c(c(c1)Br)O)CCC2(CC2)O,untitled-dbase-2193_88,EN300-1923483,OC=1C(Br)=CC=CC1CCC2(O)CC2,2-bromo-6-[2-(1-hydroxycyclopropyl)ethyl]phenol,2229005-31-4,https://www.enaminestore.com/catalog/EN300-1923483,_x1604L0AP1_x0771L0AP1,0.948 ,0.470 ,0.479 ,0.443 ,0.502 ,0.944 ,1.151 ,0.912 ,2.063 ,-5.729,751.221,51                  
c1c(cc(c(c1C=O)O)Br)C(F)(F)F,untitled-dbase-1970_0,EN300-3529444,OC=1C(Br)=CC(=CC1C=O)C(F)(F)F,3-bromo-2-hydroxy-5-(trifluoromethyl)benzaldehyde,886762-43-2,https://www.enaminestore.com/catalog/EN300-3529444,_x1604L0AP1_x0771L0AP1,0.947 ,0.522 ,0.425 ,0.478 ,0.438 ,0.916 ,1.213 ,0.933 ,2.146 ,-4.979,812.044,52                  
c1c(cc(c(c1CCC=O)O)Br)Cl,untitled-dbase-575_51,EN300-1922924,OC=1C(Br)=CC(Cl)=CC1CCC=O,3-(3-bromo-5-chloro-2-hydroxyphenyl)propanal,1783491-41-7,https://www.enaminestore.com/catalog/EN300-1922924,_x1604L0AP1_x0771L0AP1,0.945 ,0.553 ,0.393 ,0.481 ,0.414 ,0.895 ,1.370 ,0.882 ,2.253 ,-4.708,815.046,53                  
COc1cc(cc(c1O)Br)CCON,untitled-dbase-1417_525,EN300-1926996,COC=1C=C(CCON)C=C(Br)C1O,4-[2-(aminooxy)ethyl]-2-bromo-6-methoxyphenol,2228419-19-8,https://www.enaminestore.com/catalog/EN300-1926996,_x1604L0AP1_x0771L0AP1,0.944 ,0.529 ,0.415 ,0.477 ,0.431 ,0.908 ,1.258 ,0.918 ,2.176 ,-4.898,810.224,54                  
c1c(cc(c(c1[C@@H](CO)O)O)Br)Cl,untitled-dbase-1060_5,EN300-1922900,OCC(O)C=1C=C(Cl)C=C(Br)C1O,"1-(3-bromo-5-chloro-2-hydroxyphenyl)ethane-1,2-diol",2229636-95-5,https://www.enaminestore.com/catalog/EN300-1922900,_x1604L0AP1_x0771L0AP1,0.943 ,0.449 ,0.493 ,0.420 ,0.565 ,0.985 ,1.188 ,0.795 ,1.983 ,-6.508,710.945,55                  
c1cc(c(c(c1)Br)O)CC2(CC2)CO,untitled-dbase-1158_46,EN300-1923478,OCC1(CC=2C=CC=C(Br)C2O)CC1,2-bromo-6-{[1-(hydroxymethyl)cyclopropyl]methyl}phenol,2229283-04-7,https://www.enaminestore.com/catalog/EN300-1923478,_x1604L0AP1_x0771L0AP1,0.941 ,0.474 ,0.466 ,0.446 ,0.493 ,0.939 ,1.158 ,0.896 ,2.054 ,-5.630,756.255,56                  
CC(C)(CNCc1cccc(c1O)Br)O,untitled-dbase-1289_326,EN300-161415,CC(C)(O)CNCC=1C=CC=C(Br)C1O,2-bromo-6-{[(2-hydroxy-2-methylpropyl)amino]methyl}phenol,1479988-93-6,https://www.enaminestore.com/catalog/EN300-161415,_x1604L0AP1_x0771L0AP1,0.941 ,0.544 ,0.397 ,0.493 ,0.508 ,1.002 ,1.233 ,0.643 ,1.876 ,-5.878,838.154,57                  
CCOc1cc(cc(c1O)Br)CN=[N+]=[N-],untitled-dbase-1017_951,EN300-1920269,CCOC=1C=C(CN=[N+]=[N-])C=C(Br)C1O,4-(azidomethyl)-2-bromo-6-ethoxyphenol,2229349-97-5,https://www.enaminestore.com/catalog/EN300-1920269,_x1604L0AP1_x0771L0AP1,0.941 ,0.526 ,0.415 ,0.485 ,0.431 ,0.916 ,1.191 ,0.918 ,2.109 ,-4.898,823.872,58                  
CC(C)(C)c1cc(cc(c1O)Br)C=O,untitled-dbase-2283_0,EN300-22838980,CC(C)(C)C=1C=C(C=O)C=C(Br)C1O,3-bromo-5-tert-butyl-4-hydroxybenzaldehyde,65678-06-0,https://www.enaminestore.com/catalog/EN300-22838980,_x1604L0AP1_x0771L0AP1,0.940 ,0.559 ,0.381 ,0.496 ,0.428 ,0.923 ,1.297 ,0.777 ,2.073 ,-4.881,841.270,59                  
c1c(cc(c(c1[C@@H](CO)N)O)Br)Cl,untitled-dbase-1564_34,EN300-1912084,N[C@H](CO)C=1C=C(Cl)C=C(Br)C1O,2-[(1S)-1-amino-2-hydroxyethyl]-6-bromo-4-chlorophenol,1213032-67-7,https://www.enaminestore.com/catalog/EN300-1912084,_x1604L0AP1_x0771L0AP1,0.940 ,0.448 ,0.491 ,0.419 ,0.564 ,0.983 ,1.186 ,0.793 ,1.979 ,-6.492,709.713,60                  
c1c(cc(c(c1[C@@H](CO)N)O)Br)Cl,untitled-dbase-1746_34,EN300-1897165,NC(CO)C=1C=C(Cl)C=C(Br)C1O,2-(1-amino-2-hydroxyethyl)-6-bromo-4-chlorophenol,1337256-91-3,https://www.enaminestore.com/catalog/EN300-1897165,_x1604L0AP1_x0771L0AP1,0.940 ,0.448 ,0.491 ,0.419 ,0.564 ,0.983 ,1.186 ,0.793 ,1.979 ,-6.492,709.713,61                  
